E,E_err,data,y_err,?
1.455, 0.014999986, 0.000083156425, 0.000015767404, 0.0001048893
1.485, 0.014999986, 0.0000832352, 0.000015950283, 0.000102918224
1.51, 0.00999999, 0.00010733397, 0.000022001033, 0.00010131582
1.53, 0.00999999, 0.00012552175, 0.000023977953, 0.000100062774
1.5550001, 0.015000045, 0.00008162623, 0.000016004868, 0.00009852903
1.58, 0.00999999, 0.0001119899, 0.00002305171, 0.00009699994
1.6, 0.00999999, 0.00011753594, 0.000023888815, 0.00009582977
1.62, 0.00999999, 0.00010981473, 0.000023098568, 0.00009468195
1.64, 0.00999999, 0.00011129628, 0.000023308115, 0.00009355605
1.66, 0.00999999, 0.00010443426, 0.000022995457, 0.00009245165
1.6800001, 0.01000005, 0.00012828616, 0.000025158986, 0.00009136833
1.7, 0.00999999, 0.000113682865, 0.000023912195, 0.00009030567
1.725, 0.014999986, 0.00007228536, 0.000015769006, 0.00008900739
1.755, 0.014999986, 0.00008750239, 0.00001742835, 0.00008748799
1.785, 0.014999986, 0.00011159805, 0.000020040587, 0.000086011496
1.815, 0.015000045, 0.00007450678, 0.000016913542, 0.0000845765
1.845, 0.014999986, 0.00009376824, 0.000019897514, 0.00008306308
1.88, 0.01999998, 0.00007272241, 0.000016088028, 0.000081331775
1.915, 0.014999986, 0.0000976053, 0.000021712085, 0.000079817946
1.9549999, 0.025000036, 0.000069225636, 0.000014184909, 0.00007815217
2,     0.01999998, 0.0000910533, 0.000017995284, 0.000076342454
2.045, 0.024999976, 0.00007002112, 0.000014231574, 0.00007460844
2.085, 0.014999986, 0.000098469995, 0.000021904434, 0.00007311902
2.115, 0.015000105, 0.00010892519, 0.0000231138, 0.00007203835
2.15, 0.01999998, 0.00007655505, 0.000016866108, 0.00007081405
2.1950002, 0.024999976, 0.00006898259, 0.000014768346, 0.00006929312
2.25, 0.029999971, 0.00006761478, 0.000014094931, 0.00006751139
2.3049998, 0.024999976, 0.00008740271, 0.000018711873, 0.000065806176
2.3600001, 0.03000009, 0.000067866844, 0.000015888394, 0.000064180036
2.4250002, 0.034999967, 0.00006232362, 0.00001420731, 0.000062349216
2.5149999, 0.054999948, 0.000041933527, 0.000009147774, 0.000059917158
2.6, 0.03000009, 0.00006938442, 0.000015911839, 0.000057795703
2.66, 0.029999971, 0.00006988281, 0.000016026133, 0.000056392873
2.73, 0.03999996, 0.000062717656, 0.000013308615, 0.00005483578
2.81, 0.03999996, 0.000055402845, 0.00001277073, 0.00005314666
2.895, 0.045000076, 0.000051965624, 0.000011615867, 0.000051454783
2.975, 0.034999967, 0.00006463849, 0.000014673374, 0.00004994742
3.065, 0.054999948, 0.00004258429, 0.000009755814, 0.00004835421
3.175, 0.055000067, 0.000044263365, 0.000010090289, 0.00004652204
3.2649999, 0.034999967, 0.0000717746, 0.00001612215, 0.00004510722
3.35, 0.05000007, 0.000047303518, 0.000011190816, 0.000043855052
3.46, 0.059999943, 0.000044085133, 0.000009759378, 0.00004232617
3.6, 0.08000004, 0.000032820277, 0.000007481719, 0.000040520663
3.76, 0.07999992, 0.000032139356, 0.000007524186, 0.000038620226
3.915, 0.07500005, 0.000035129033, 0.000008267155, 0.000036930654
4.075, 0.08499992, 0.000037006015, 0.000008035568, 0.000035326662
4.245, 0.08500004, 0.000035584322, 0.000008275548, 0.000033759075
4.38, 0.049999952, 0.000062023064, 0.000014296735, 0.00003260033
4.5249996, 0.09500003, 0.000033087752, 0.0000079108895, 0.00003144698
4.715, 0.09500003, 0.00003527264, 0.000008478277, 0.000030039626
4.925, 0.11500001, 0.000032192063, 0.0000076158276, 0.000028618888
5.1949997, 0.15499997, 0.000026786174, 0.0000063704238, 0.000026971138
5.535, 0.18499994, 0.000024796784, 0.0000062602558, 0.000025132196
6.09, 0.37000012, 0.000015196583, 0.000004135735, 0.00002262179
6.955, 0.4949999, 0.000013178179, 0.000005134631, 0.000019507976
7.805, 0.35500002, 0.00003867497, 0.000013690528, 0.000017103546
